"time","prev_time","pause_mean","pause_cnt","pause_cnt1s","pause_ratio","pause_ratio1s","event_cnt","event_keyboard_cnt","event_mouse_cnt","event_focus_cnt","event_browser_cnt","src_id","ui_id","tgt_len","user_id","edit_distance","rank"
"126551","133765","1650.578125","64","23","0.834738563899","0.649872383466","237","128","96","13","0","26","1","14","7","16","16"
"108670","1","1419.59677419","62","14","0.809929143278","0.579663200515","209","180","26","3","0","0","1","25","67","13","3"
"277959","108670","2957.36904762","84","36","0.893725333592","0.804179753129","301","226","67","8","0","1","1","33","67","31","14"
"133478","277959","1810.55737705","61","18","0.827432236024","0.651088568903","215","198","16","1","0","2","1","31","67","18","8"
"191325","133478","2696.47619048","63","24","0.887902783222","0.781215209722","200","178","21","1","0","3","1","18","67","14","3"
"94639","191325","1810.81395349","43","14","0.822758059574","0.685076976722","158","140","17","1","0","4","1","19","67","17","14"
"173082","94639","2832.75471698","53","19","0.867426999919","0.75940305751","223","189","29","5","0","5","1","27","67","10","10"
"196892","173082","2190.66233766","77","24","0.856718403998","0.719160758182","296","244","47","5","0","6","1","31","67","21","8"
"409863","196892","2996.98373984","123","49","0.899395651718","0.799830675128","461","393","62","6","0","7","1","34","67","26","4"
"135202","409863","1857.39344262","61","23","0.838012751291","0.688310823804","251","183","61","7","0","8","1","26","67","13","2"
"225871","135202","3581.05172414","58","22","0.919555852677","0.832922331773","206","145","54","7","0","9","1","18","67","10","1"
"233737","225871","1925.93457944","107","38","0.8816533112","0.717930836795","345","252","84","9","0","10","1","24","67","16","17"
"160306","233737","1746.71794872","78","17","0.849899567078","0.636775916061","294","232","57","5","0","11","1","31","67","8","3"
"336289","160306","4520.31343284","67","30","0.900597402829","0.843714781037","315","272","38","5","0","12","1","37","67","17","5"
"178829","336289","2206.61111111","72","27","0.888424137025","0.767811708392","237","161","69","7","0","13","1","20","67","8","9"
"498458","178829","5154.2826087","92","42","0.951321876668","0.897237079152","342","173","157","12","0","14","2","45","67","17","12"
"147711","498458","5556.11538462","26","16","0.977984036395","0.938359363893","74","10","58","6","0","15","2","20","67","4","6"
"417560","147711","5226.56578947","76","35","0.951286042724","0.894242743558","306","209","85","12","0","16","2","19","67","14","5"
"212332","417560","3184.6557377","61","28","0.914906843999","0.836393007177","254","117","84","4","49","17","2","33","67","16","16"
"66897","212332","4617.07142857","14","6","0.966246617935","0.899816135253","31","15","15","1","0","18","2","32","67","4","12"
"344171","66897","3317.14285714","98","45","0.944530480488","0.858355294316","277","146","114","4","13","19","2","36","67","19","3"
"45647","344171","4502.5","10","6","0.986373693781","0.939601726291","21","5","15","1","0","20","2","9","67","5","9"
"153285","45647","4788.3","30","15","0.937136706136","0.880438399061","93","72","20","1","0","21","2","27","67","13","7"
"125886","153285","7270.76470588","17","7","0.981864544111","0.931755715489","34","19","14","1","0","22","2","17","67","5","9"
"175272","125886","4905.63636364","33","14","0.923627276462","0.865905563924","129","102","26","1","0","23","2","12","67","7","4"
"113162","175272","3869.78571429","28","13","0.957512239091","0.88780686096","63","52","10","1","0","24","2","21","67","7","2"
"100654","113162","4074.70833333","24","12","0.971575893655","0.894837761043","60","12","43","5","0","25","2","16","67","4","3"
"158351","100654","2476.09090909","55","20","0.860019829366","0.72439075219","260","218","41","1","0","26","2","20","67","8","1"
"238347","1","3279.01449275","69","34","0.949254658124","0.873671579672","197","115","76","6","0","0","2","25","9","19","15"
"338851","238347","2114.11888112","143","45","0.89218860207","0.744232715854","553","305","230","18","0","1","2","35","9","24","9"
"73351","338851","1457.2195122","41","12","0.814521956074","0.597033441944","180","117","62","1","0","2","2","29","9","12","11"
"143526","73351","2968.13043478","46","23","0.9512840879","0.862937725569","117","56","50","11","0","3","2","18","9","6","9"
"108632","143526","2726.02702703","37","16","0.928483319832","0.82195853892","126","44","75","7","0","4","2","21","9","7","9"
"50513","108632","1672.32142857","28","11","0.926989091917","0.727020766931","85","45","39","1","0","5","2","21","9","6","3"
"536125","50513","2973.47953216","171","63","0.948407554208","0.844405688972","531","204","294","33","0","6","2","34","9","19","13"
"495393","536125","2143.88118812","202","69","0.874182719578","0.737773848238","749","511","217","21","0","7","2","36","9","21","6"
"111131","495393","2100.25","48","16","0.907145620934","0.745651528376","186","109","70","7","0","8","2","25","9","7","8"
"260952","111131","2415.83673469","98","33","0.90726263834","0.784791839112","370","209","141","20","0","9","2","15","9","10","5"
"195767","260952","2692.58208955","67","26","0.921518948546","0.817170411765","214","97","106","11","0","10","2","26","9","8","10"
"312433","195767","3044.19791667","96","42","0.935378145074","0.843912134762","305","140","146","19","0","11","2","30","9","11","6"
"138163","312433","1611.36486486","74","23","0.863045822688","0.666307187887","299","171","113","15","0","12","2","32","9","15","2"
"90548","138163","877.243589744","78","20","0.755676547246","0.411880991297","252","196","53","3","0","13","2","17","9","7","16"
"400600","90548","2606.72262774","137","65","0.891465302047","0.79416874688","506","367","111","28","0","14","1","44","9","27","9"
